GeneID	GOID
Os01g0111500	GO:0016787
Os01g0112400	GO:0015267
Os01g0112400	GO:0055085
Os01g0112400	GO:0016021
Os01g0112400	GO:0005886
Os01g0112500	GO:0005741
Os01g0112500	GO:0016021
Os01g0112500	GO:0005634
Os01g0112800	GO:0043531
Os01g0112800	GO:0006952
Os01g0112800	GO:0016021
Os01g0112800	GO:0006468
Os01g0112800	GO:0005524
Os01g0112800	GO:0030247
Os01g0112800	GO:0004672
Os01g0113150	GO:0043531
Os01g0113150	GO:0006952
Os01g0113150	GO:0016021
Os01g0113150	GO:0005524
Os01g0113200	GO:0030247
Os01g0113200	GO:0006468
Os01g0113200	GO:0016021
Os01g0113200	GO:0004672
Os01g0113200	GO:0005524
Os01g0113200	GO:0018212
Os01g0113300	GO:0030247
Os01g0113300	GO:0006468
Os01g0113300	GO:0016021
Os01g0113300	GO:0004672
Os01g0113300	GO:0005524
Os01g0113350	GO:0004672
Os01g0113350	GO:0006468
Os01g0113350	GO:0016021
Os01g0113350	GO:0005524
Os01g0113400	GO:0030247
Os01g0113400	GO:0006468
Os01g0113400	GO:0016021
Os01g0113400	GO:0004672
Os01g0113400	GO:0005524
Os01g0113500	GO:0004672
Os01g0113500	GO:0006468
Os01g0113500	GO:0016021
Os01g0113500	GO:0030247
Os01g0113500	GO:0005524
Os01g0113650	GO:0004672
Os01g0113650	GO:0006468
Os01g0113650	GO:0016021
Os01g0113650	GO:0005524
Os01g0113700	GO:0030247
Os01g0113700	GO:0006468
Os01g0113700	GO:0016021
Os01g0113700	GO:0004672
Os01g0113700	GO:0005524
Os01g0113800	GO:0004672
Os01g0113800	GO:0006468
Os01g0113800	GO:0016021
Os01g0113800	GO:0030247
Os01g0113800	GO:0005524
Os01g0113900	GO:0030247
Os01g0113900	GO:0006468
Os01g0113900	GO:0016021
Os01g0113900	GO:0004672
Os01g0113900	GO:0005524
Os01g0114100	GO:0030247
Os01g0114100	GO:0006468
Os01g0114100	GO:0016021
Os01g0114100	GO:0004672
Os01g0114100	GO:0005524
Os01g0114400	GO:0004672
Os01g0114400	GO:0006468
Os01g0114400	GO:0016021
Os01g0114400	GO:0030247
Os01g0114400	GO:0005524
Os01g0114600	GO:0030247
Os01g0114600	GO:0006468
Os01g0114600	GO:0016021
Os01g0114600	GO:0004672
Os01g0114600	GO:0005524
Os01g0114700	GO:0030247
Os01g0114700	GO:0006468
Os01g0114700	GO:0016021
Os01g0114700	GO:0004672
Os01g0114700	GO:0005524
Os01g0114900	GO:0004672
Os01g0114900	GO:0006468
Os01g0114900	GO:0016021
Os01g0114900	GO:0005524
Os01g0114900	GO:0030247
Os01g0115200	GO:0043864
Os01g0115200	GO:0016021
Os01g0115200	GO:0004040
Os01g0115200	GO:0016884
Os01g0115200	GO:0140101
Os01g0115500	GO:0004672
Os01g0115500	GO:0006468
Os01g0115500	GO:0016021
Os01g0115500	GO:0030247
Os01g0115500	GO:0005524
Os01g0115566	GO:0030247
Os01g0115566	GO:0006468
Os01g0115566	GO:0016021
Os01g0115566	GO:0004672
Os01g0115566	GO:0005524
Os01g0115600	GO:0030247
Os01g0115600	GO:0006468
Os01g0115600	GO:0016021
Os01g0115600	GO:0004672
Os01g0115600	GO:0005524
Os01g0115700	GO:0030247
Os01g0115700	GO:0006468
Os01g0115700	GO:0004672
Os01g0115700	GO:0005524
Os01g0115750	GO:0030247
Os01g0115750	GO:0006468
Os01g0115750	GO:0016021
Os01g0115750	GO:0004672
Os01g0115750	GO:0005524
Os01g0115900	GO:0030247
Os01g0115900	GO:0016310
Os01g0115900	GO:0016021
Os01g0115900	GO:0016301
Os01g0115900	GO:0006464
Os01g0115900	GO:0016773
Os01g0115900	GO:0140096
Os01g0115900	GO:0005524
Os01g0116000	GO:0030247
Os01g0116000	GO:0006468
Os01g0116000	GO:0016021
Os01g0116000	GO:0004672
Os01g0116000	GO:0005524
Os01g0116200	GO:0030247
Os01g0116200	GO:0006468
Os01g0116200	GO:0016021
Os01g0116200	GO:0004672
Os01g0116200	GO:0005524
Os01g0116400	GO:0030247
Os01g0116400	GO:0006468
Os01g0116400	GO:0016021
Os01g0116400	GO:0004672
Os01g0116400	GO:0005524
Os01g0116600	GO:0003924
Os01g0116600	GO:0006414
Os01g0116600	GO:0005525
Os01g0116600	GO:0046872
Os01g0116600	GO:0003746
Os01g0116800	GO:0030247
Os01g0116800	GO:0006468
Os01g0116800	GO:0016021
Os01g0116800	GO:0004672
Os01g0116800	GO:0005524
Os01g0116900	GO:0004672
Os01g0116900	GO:0006468
Os01g0116900	GO:0016021
Os01g0116900	GO:0030247
Os01g0116900	GO:0005524
Os01g0117000	GO:0030247
Os01g0117000	GO:0006468
Os01g0117000	GO:0016021
Os01g0117000	GO:0004672
Os01g0117000	GO:0005524
Os01g0117100	GO:0004672
Os01g0117100	GO:0006468
Os01g0117100	GO:0016021
Os01g0117100	GO:0030247
Os01g0117100	GO:0005524
Os01g0117200	GO:0030247
Os01g0117200	GO:0006468
Os01g0117200	GO:0016021
Os01g0117200	GO:0004672
Os01g0117200	GO:0005524
Os01g0117300	GO:0004672
Os01g0117300	GO:0006468
Os01g0117300	GO:0016021
Os01g0117300	GO:0030247
Os01g0117300	GO:0005524
Os01g0117400	GO:0030247
Os01g0117400	GO:0006468
Os01g0117400	GO:0016021
Os01g0117400	GO:0004672
Os01g0117400	GO:0005524
Os01g0117500	GO:0004672
Os01g0117500	GO:0006468
Os01g0117500	GO:0016021
Os01g0117500	GO:0030247
Os01g0117500	GO:0005524
Os01g0117600	GO:0030247
Os01g0117600	GO:0006468
Os01g0117600	GO:0016021
Os01g0117600	GO:0004672
Os01g0117600	GO:0005524
Os01g0117700	GO:0004672
Os01g0117700	GO:0006468
Os01g0117700	GO:0016021
Os01g0117700	GO:0030247
Os01g0117700	GO:0005524
Os01g0118000	GO:0004332
Os01g0118000	GO:0006096
Os01g0118000	GO:0005829
Os01g0118000	GO:0010287
Os01g0118000	GO:0003724
Os01g0118000	GO:0009534
Os01g0118000	GO:0140603
Os01g0118000	GO:0005739
Os01g0118000	GO:0031418
Os01g0118000	GO:0016021
Os01g0118000	GO:0005524
Os01g0118000	GO:0051213
Os01g0118000	GO:0030388
Os01g0118000	GO:0016705
Os01g0118000	GO:0003676
Os01g0118000	GO:0005506
Os01g0118000	GO:0046686
Os01g0118000	GO:0006979
Os01g0118100	GO:0003724
Os01g0118100	GO:0005524
Os01g0118100	GO:0003676
Os01g0118300	GO:0106245
Os01g0118300	GO:0006659
Os01g0118300	GO:0005789
Os01g0118300	GO:0016021
Os01g0118400	GO:0005794
Os01g0118400	GO:0016757
Os01g0118400	GO:0016021
Os01g0118600	GO:0005794
Os01g0118600	GO:0016757
Os01g0118700	GO:0005794
Os01g0118700	GO:0016757
Os01g0118700	GO:0016021
Os01g0119000	GO:0005794
Os01g0119000	GO:0016757
Os01g0119000	GO:0016021
Os01g0119100	GO:0005794
Os01g0119100	GO:0016757
Os01g0119100	GO:0016021
Os01g0120300	GO:0004823
Os01g0120300	GO:0006429
Os01g0120300	GO:0009570
Os01g0120300	GO:0002161
Os01g0120300	GO:0106074
Os01g0120300	GO:0005829
Os01g0120300	GO:0005739
Os01g0120300	GO:0005524
Os01g0120300	GO:0005794
Os01g0120300	GO:0016020
Os01g0120300	GO:0009793
Os01g0120300	GO:0004813
Os01g0120300	GO:0016757
Os01g0120300	GO:0003676
Os01g0120300	GO:0006419
Os01g0120400	GO:0004813
Os01g0120400	GO:0006419
Os01g0120400	GO:0005739
Os01g0120400	GO:0005524
Os01g0120400	GO:0003676
Os01g0120500	GO:0009507
Os01g0120600	GO:0016491
Os01g0120600	GO:0009570
Os01g0120600	GO:0009941
Os01g0120600	GO:0009579
Os01g0120600	GO:0005507
Os01g0120600	GO:0071949
Os01g0120600	GO:0016021
Os01g0120800	GO:0001732
Os01g0120800	GO:0033290
Os01g0120800	GO:0003743
Os01g0120800	GO:0016282
Os01g0120800	GO:0005852
Os01g0120800	GO:0043614
Os01g0120800	GO:0003729
Os01g0120800	GO:0003697
Os01g0120800	GO:0000502
Os01g0120800	GO:0008270
Os01g0120800	GO:0005829
Os01g0120800	GO:0030247
Os01g0120800	GO:0005886
Os01g0120800	GO:0002188
Os01g0120800	GO:0016021
Os01g0121100	GO:0016279
Os01g0121100	GO:0018022
Os01g0121100	GO:0005737
Os01g0121100	GO:0005634
Os01g0121100	GO:0004176
Os01g0121100	GO:0004252
Os01g0121100	GO:0003723
Os01g0121100	GO:0006508
Os01g0121200	GO:0008270
Os01g0121200	GO:0016567
Os01g0121200	GO:0016021
Os01g0121200	GO:0004842
Os01g0121300	GO:0003677
Os01g0121300	GO:0016021
Os01g0121500	GO:0016021
Os01g0121700	GO:0140359
Os01g0121700	GO:0055085
Os01g0121700	GO:0016021
Os01g0121700	GO:0005524
Os01g0121700	GO:0016787
Os01g0121800	GO:0015020
Os01g0121800	GO:0005794
Os01g0121800	GO:0016020
Os01g0121900	GO:0006511
Os01g0121900	GO:0008270
Os01g0121900	GO:0005737
Os01g0121900	GO:0016740
Os01g0121900	GO:0016567
Os01g0121900	GO:0140096
Os01g0121950	GO:0006511
Os01g0121950	GO:0008270
Os01g0121950	GO:0005737
Os01g0121950	GO:0005886
Os01g0121950	GO:0016740
Os01g0121950	GO:0016567
Os01g0121950	GO:0016021
Os01g0121950	GO:0140096
Os01g0121950	GO:0016874
Os01g0121950	GO:0006468
Os01g0122200	GO:0008270
Os01g0122200	GO:0006468
Os01g0122200	GO:0016021
Os01g0122200	GO:0004672
Os01g0122200	GO:0005524
Os01g0123700	GO:0006511
Os01g0123700	GO:0008270
Os01g0123700	GO:0005737
Os01g0123700	GO:0016021
Os01g0123700	GO:0016740
Os01g0123700	GO:0016567
Os01g0123700	GO:0140096
Os01g0123700	GO:0016874
Os01g0123700	GO:0003677
Os01g0123700	GO:0006310
Os01g0123800	GO:0006511
Os01g0123800	GO:0008270
Os01g0123800	GO:0005737
Os01g0123800	GO:0016740
Os01g0123800	GO:0016567
Os01g0123900	GO:0004867
Os01g0123900	GO:0010951
Os01g0123900	GO:0005576
Os01g0124000	GO:0004867
Os01g0124000	GO:0010951
Os01g0124000	GO:0005576
Os01g0124100	GO:0004867
Os01g0124100	GO:0010951
Os01g0124100	GO:0005576
Os01g0124200	GO:0004867
Os01g0124200	GO:0010951
Os01g0124200	GO:0005576
Os01g0124401	GO:0004867
Os01g0124401	GO:0010951
Os01g0124401	GO:0005576
Os01g0124600	GO:0004867
Os01g0124600	GO:0010951
Os01g0124600	GO:0005576
Os01g0124650	GO:0004867
Os01g0124650	GO:0010951
Os01g0124650	GO:0005576
Os01g0124900	GO:0008270
Os01g0124900	GO:0010162
Os01g0124900	GO:0005730
Os01g0124900	GO:0043531
Os01g0124900	GO:0008234
Os01g0124900	GO:0006952
Os01g0124900	GO:0045892
Os01g0124900	GO:0006508
Os01g0125000	GO:0006511
Os01g0125000	GO:0008270
Os01g0125000	GO:0005737
Os01g0125000	GO:0005634
Os01g0125000	GO:0016740
Os01g0125000	GO:0016567
Os01g0125000	GO:0140096
Os01g0125000	GO:0004615
Os01g0125000	GO:0003677
Os01g0125000	GO:0016874
Os01g0125000	GO:0006013
Os01g0125000	GO:0006487
Os01g0125500	GO:0006511
Os01g0125500	GO:0008270
Os01g0125500	GO:0005737
Os01g0125500	GO:0016740
Os01g0125500	GO:0016021
Os01g0125500	GO:0016567
Os01g0125500	GO:0140096
Os01g0125500	GO:0004615
Os01g0125500	GO:0006013
Os01g0125500	GO:0006487
Os01g0125600	GO:0046872
Os01g0125700	GO:0016740
Os01g0125900	GO:0061631
Os01g0125900	GO:0016567
Os01g0125900	GO:0005829
Os01g0125900	GO:0016021
Os01g0126100	GO:0005507
Os01g0126100	GO:0005789
Os01g0126100	GO:0016491
Os01g0126100	GO:0016021
Os01g0126200	GO:0005507
Os01g0126200	GO:0016491
Os01g0126600	GO:0031047
Os01g0126900	GO:0005507
Os01g0126900	GO:0005789
Os01g0126900	GO:0016036
Os01g0126900	GO:0010073
Os01g0126900	GO:0016491
Os01g0126900	GO:0080167
Os01g0126900	GO:0005618
Os01g0126900	GO:0005794
Os01g0126900	GO:0005829
Os01g0126900	GO:0005739
Os01g0126900	GO:0016021
Os01g0127000	GO:0005507
Os01g0127000	GO:0005789
Os01g0127000	GO:0016491
Os01g0127000	GO:0016021
Os01g0127200	GO:0005507
Os01g0127200	GO:0005789
Os01g0127200	GO:0016491
Os01g0127200	GO:0016021
Os01g0127300	GO:0016226
Os01g0127300	GO:0009570
Os01g0127300	GO:0010027
Os01g0127300	GO:0009793
Os01g0127450	GO:0005634
Os01g0127450	GO:0010023
Os01g0127450	GO:0000976
Os01g0127450	GO:0009813
Os01g0127450	GO:0006970
Os01g0127450	GO:0005515
Os01g0127450	GO:0003700
Os01g0127450	GO:0005524
Os01g0127450	GO:0030154
Os01g0127450	GO:0006633
Os01g0127450	GO:0006355
Os01g0127500	GO:0016616
Os01g0127500	GO:0006694
Os01g0127500	GO:0016021
Os01g0127500	GO:0016621
Os01g0127500	GO:0016229
Os01g0127900	GO:0004476
Os01g0127900	GO:0009298
Os01g0127900	GO:0005829
Os01g0127900	GO:0016021
Os01g0127900	GO:0008270
Os01g0127900	GO:0005975
Os01g0127900	GO:0006057
Os01g0127900	GO:0031506
Os01g0127900	GO:0006486
Os01g0128000	GO:0043565
Os01g0128000	GO:0005634
Os01g0128000	GO:0006355
Os01g0128000	GO:0003700
Os01g0128000	GO:0003824
Os01g0128100	GO:0006308
Os01g0128100	GO:0004519
Os01g0128100	GO:0009507
Os01g0128100	GO:0016021
Os01g0128100	GO:0008309
Os01g0128100	GO:0046872
Os01g0128100	GO:0090305
Os01g0128100	GO:0003676
Os01g0128100	GO:0004540
Os01g0128100	GO:0071949
Os01g0128100	GO:0016070
Os01g0128200	GO:0006308
Os01g0128200	GO:0004519
Os01g0128200	GO:0005762
Os01g0128200	GO:0046872
Os01g0128200	GO:0003676
Os01g0128200	GO:0016021
Os01g0128200	GO:0090305
Os01g0128200	GO:0003735
Os01g0128200	GO:0032543
Os01g0128200	GO:0015074
Os01g0128300	GO:0016021
Os01g0128300	GO:0009688
Os01g0128300	GO:0009941
Os01g0128300	GO:0032928
Os01g0128300	GO:0016122
Os01g0128800	GO:0006869
Os01g0128800	GO:0008289
Os01g0128800	GO:0005783
Os01g0128800	GO:0016021
Os01g0129200	GO:0010097
Os01g0129200	GO:0005634
Os01g0129200	GO:0046872
Os01g0129200	GO:0010094
Os01g0129200	GO:0005515
Os01g0129200	GO:0003700
Os01g0129200	GO:0016021
Os01g0129200	GO:0008285
Os01g0129200	GO:0030154
Os01g0129200	GO:0048653
Os01g0129200	GO:0009965
Os01g0129200	GO:0009909
Os01g0129200	GO:0006355
Os01g0129500	GO:0016301
Os01g0129500	GO:0016310
Os01g0129500	GO:0016021
Os01g0129600	GO:0010468
Os01g0129600	GO:0004088
Os01g0129600	GO:0016021
Os01g0129600	GO:0005515
Os01g0129600	GO:0071456
Os01g0129600	GO:1903506
Os01g0129600	GO:2000112
Os01g0130000	GO:0008324
Os01g0130000	GO:0098655
Os01g0130000	GO:0005774
Os01g0130000	GO:0016021
Os01g0130400	GO:0030246
Os01g0130400	GO:0005975
Os01g0130400	GO:0004553
Os01g0131600	GO:0009873
Os01g0131600	GO:0003700
Os01g0131600	GO:0005634
Os01g0131600	GO:0003677
Os01g0131600	GO:0006355
Os01g0131800	GO:0005787
Os01g0131800	GO:0006465
Os01g0131800	GO:0008233
Os01g0131800	GO:0045047
Os01g0131800	GO:0016021
Os01g0131800	GO:0009506
Os01g0131800	GO:0005618
Os01g0131900	GO:0004867
Os01g0131900	GO:0010951
Os01g0131900	GO:0005576
Os01g0132000	GO:0004867
Os01g0132000	GO:0010951
Os01g0132000	GO:0005576
Os01g0132100	GO:0005886
Os01g0132100	GO:0016021
Os01g0132700	GO:0016592
Os01g0132700	GO:0003712
Os01g0132700	GO:0006357
Os01g0132700	GO:0005515
Os01g0132766	GO:0010090
Os01g0132800	GO:0004045
Os01g0132800	GO:0009570
Os01g0132800	GO:0008380
Os01g0132800	GO:0006397
Os01g0133400	GO:0008643
Os01g0133400	GO:0022857
Os01g0133400	GO:0016021
Os01g0133400	GO:0055085
Os01g0133400	GO:0009941
Os01g0133400	GO:0006817
Os01g0133400	GO:0009528
Os01g0133400	GO:0006812
Os01g0133500	GO:0009536
Os01g0133500	GO:0016787
Os01g0133500	GO:0005634
Os01g0133500	GO:0016021
Os01g0133600	GO:0016757
Os01g0133600	GO:0016021
Os01g0133700	GO:0016757
Os01g0133700	GO:0016020
Os01g0134500	GO:1990465
Os01g0134500	GO:0008610
Os01g0134500	GO:0005789
Os01g0134500	GO:0009924
Os01g0134500	GO:0005506
Os01g0134500	GO:0016125
Os01g0134500	GO:0070704
Os01g0134500	GO:1901617
Os01g0134500	GO:0016717
Os01g0134500	GO:0016021
Os01g0134500	GO:1901362
Os01g0134700	GO:0005516
Os01g0134700	GO:0080142
Os01g0134700	GO:0005634
Os01g0134700	GO:0043565
Os01g0134700	GO:0003700
Os01g0134700	GO:1900426
